Unnamed: 0,periodo,estu_tipodocumento,cole_area_ubicacion,cole_bilingue,cole_calendario,cole_caracter,cole_jornada,cole_mcpio_ubicacion,cole_naturaleza,estu_genero,fami_educacionmadre,fami_educacionpadre,fami_estratovivienda,fami_personashogar,fami_tieneautomovil,fami_tienecomputador,fami_tieneinternet,fami_tienelavadora,punt_ingles,punt_matematicas,punt_sociales_ciudadanas,punt_c_naturales,punt_lectura_critica,punt_global
12461,20194,1,2,2,1,1,2,1,1,1,5,5,1,2,0,0,1,1,2,3,3,3,2,3
12462,20194,1,2,2,1,3,2,3,1,1,11,6,4,5,0,1,0,1,2,2,1,2,2,2
12463,20194,1,2,2,1,3,2,3,1,1,11,6,4,5,0,1,0,1,2,2,1,2,2,2
12464,20194,1,2,2,1,1,6,13,1,1,8,8,1,2,0,1,1,1,3,2,2,2,2,3
12465,20194,1,2,2,1,1,6,13,1,1,8,8,1,2,0,1,1,1,3,2,2,2,2,3
12466,20194,1,2,2,1,4,5,3,2,1,7,2,1,4,0,0,1,1,2,2,2,2,2,2
12467,20194,1,2,2,1,4,5,3,2,1,7,2,1,4,0,0,1,1,2,2,2,2,2,2
12468,20194,1,1,2,1,3,2,3,1,2,2,10,1,4,0,0,0,1,2,2,2,2,2,3
12469,20194,1,1,2,1,3,2,3,1,2,2,10,1,4,0,0,0,1,2,2,2,2,2,3
12470,20194,2,2,2,1,1,2,1,1,1,4,3,1,1,1,1,1,1,2,2,2,2,2,3
12471,20194,2,2,2,1,1,2,1,1,1,4,3,1,1,1,1,1,1,2,2,2,2,2,3
12472,20194,1,1,2,1,1,1,3,1,1,5,5,1,3,0,1,1,1,1,2,2,2,2,2
12473,20194,1,1,2,1,1,1,3,1,1,5,5,1,3,0,1,1,1,1,2,2,2,2,2
12474,20194,4,2,2,1,1,6,13,1,1,3,3,1,2,0,0,0,1,2,2,2,2,2,3
12475,20194,4,2,2,1,1,6,13,1,1,3,3,1,2,0,0,0,1,2,2,2,2,2,3
12476,20194,2,2,2,1,1,3,9,1,1,1,3,4,2,1,1,1,1,2,1,2,2,2,3
12477,20194,2,2,2,1,1,3,9,1,1,1,3,4,2,1,1,1,1,2,1,2,2,2,3
12478,20194,2,2,2,1,3,3,3,1,2,3,3,4,3,0,0,1,1,2,2,2,2,2,2
12479,20194,2,2,2,1,3,3,3,1,2,3,3,4,3,0,0,1,1,2,2,2,2,2,2
12480,20194,1,1,2,1,1,2,3,1,2,3,1,4,3,0,1,1,1,2,3,2,2,3,3
12481,20194,1,1,2,1,1,2,3,1,2,3,1,4,3,0,1,1,1,2,3,2,2,3,3
12482,20194,1,2,2,1,3,6,3,1,1,1,12,3,2,0,1,1,1,3,3,3,3,3,3
12483,20194,1,2,2,1,3,6,3,1,1,1,12,3,2,0,1,1,1,3,3,3,3,3,3
12484,20194,1,2,2,1,1,4,9,1,2,1,7,2,2,0,0,1,1,3,4,2,3,3,4
12485,20194,1,2,2,1,1,4,9,1,2,1,7,2,2,0,0,1,1,3,4,2,3,3,4
12486,20201,1,2,1,2,3,4,3,2,1,11,9,3,2,1,1,1,1,4,4,4,3,4,4
12487,20194,1,2,2,1,3,2,3,2,2,9,9,4,2,1,1,1,1,2,2,2,3,3,3
12488,20194,1,2,2,1,3,2,3,2,2,9,9,4,2,1,1,1,1,2,2,2,3,3,3
12489,20194,1,2,2,1,3,4,3,2,1,9,11,4,1,0,1,1,1,4,3,3,4,3,4
12490,20194,1,2,2,1,3,4,3,2,1,9,11,4,1,0,1,1,1,4,3,3,4,3,4
12491,20194,1,1,2,1,1,2,13,1,2,5,3,3,2,0,0,0,1,1,3,2,2,3,3
12492,20194,1,1,2,1,1,2,13,1,2,5,3,3,2,0,0,0,1,1,3,2,2,3,3
12493,20194,2,2,2,1,3,3,19,1,2,10,3,1,3,0,0,0,0,2,2,2,2,2,3
12494,20194,2,2,2,1,3,3,19,1,2,10,3,1,3,0,0,0,0,2,2,2,2,2,3
12495,20194,1,2,2,1,1,2,9,2,2,1,1,3,3,0,0,0,1,2,3,3,2,3,3
12496,20194,1,2,2,1,1,2,9,2,2,1,1,3,3,0,0,0,1,2,3,3,2,3,3
12497,20194,2,2,2,1,1,6,13,1,1,2,5,2,2,0,0,0,1,2,2,2,2,2,3
12498,20194,2,2,2,1,1,6,13,1,1,2,5,2,2,0,0,0,1,2,2,2,2,2,3
12499,20194,1,2,2,1,1,4,30,1,2,3,3,4,3,0,0,0,0,2,2,1,1,2,2
12500,20194,1,2,2,1,1,4,30,1,2,3,3,4,3,0,0,0,0,2,2,1,1,2,2
12501,20194,1,2,2,1,1,6,13,1,1,6,7,2,2,1,1,1,1,1,2,2,2,2,2
12502,20194,1,2,2,1,1,6,13,1,1,6,7,2,2,1,1,1,1,1,2,2,2,2,2
12503,20194,1,2,2,1,3,1,9,1,1,3,10,4,4,0,0,0,1,2,3,2,3,3,3
12504,20194,1,2,2,1,3,1,9,1,1,3,10,4,4,0,0,0,1,2,3,2,3,3,3
12505,20194,1,1,2,1,1,6,3,1,1,2,3,1,2,0,1,0,1,1,2,2,3,2,3
12506,20194,1,1,2,1,1,6,3,1,1,2,3,1,2,0,1,0,1,1,2,2,3,2,3
12507,20194,1,2,2,1,2,2,16,1,2,1,2,3,4,0,1,1,1,2,3,2,2,2,3
12508,20194,1,2,2,1,2,2,16,1,2,1,2,3,4,0,1,1,1,2,3,2,2,2,3
12509,20194,1,2,2,1,3,2,3,2,1,7,2,1,2,0,0,1,1,2,3,2,3,3,3
12510,20194,1,2,2,1,3,2,3,2,1,7,2,1,2,0,0,1,1,2,3,2,3,3,3
12511,20194,1,2,2,1,1,2,3,1,2,2,5,1,2,1,0,0,1,3,3,2,3,3,3
12512,20194,1,2,2,1,1,2,3,1,2,2,5,1,2,1,0,0,1,3,3,2,3,3,3
12513,20194,1,2,2,1,3,2,3,2,2,3,4,3,3,1,1,1,1,2,2,1,2,2,3
12514,20194,1,2,2,1,3,2,3,2,2,3,4,3,3,1,1,1,1,2,2,1,2,2,3
12515,20194,1,2,2,1,2,2,3,1,2,4,2,2,3,0,0,1,0,2,2,2,2,3,3
12516,20194,1,2,2,1,2,2,3,1,2,4,2,2,3,0,0,1,0,2,2,2,2,3,3
12517,20194,1,2,2,1,1,2,3,1,2,7,5,1,2,0,1,1,1,2,2,2,2,2,3
12518,20194,1,2,2,1,1,2,3,1,2,7,5,1,2,0,1,1,1,2,2,2,2,2,3
12519,20194,1,2,2,1,1,4,3,1,2,1,6,2,3,0,0,1,1,3,3,2,3,3,3
12520,20194,1,2,2,1,1,4,3,1,2,1,6,2,3,0,0,1,1,3,3,2,3,3,3
12521,20194,1,2,2,1,1,2,20,1,2,2,5,1,2,0,1,0,1,2,2,1,2,2,2
12522,20194,1,2,2,1,1,2,20,1,2,2,5,1,2,0,1,0,1,2,2,1,2,2,2
12523,20194,1,2,2,1,1,2,3,1,1,5,2,2,2,0,0,0,1,2,3,2,2,2,3
12524,20194,1,2,2,1,1,2,3,1,1,5,2,2,2,0,0,0,1,2,3,2,2,2,3
12525,20194,1,2,2,1,3,2,3,2,1,1,6,3,3,0,1,1,1,2,2,2,2,3,3
12526,20194,1,2,2,1,3,2,3,2,1,1,6,3,3,0,1,1,1,2,2,2,2,3,3
12527,20194,1,2,2,1,3,1,3,1,2,6,2,2,3,1,1,1,1,2,2,2,2,3,3
12528,20194,1,2,2,1,3,1,3,1,2,6,2,2,3,1,1,1,1,2,2,2,2,3,3
12529,20194,1,2,2,1,1,2,27,1,2,5,5,1,4,0,0,0,1,3,3,2,3,3,3
12530,20194,1,2,2,1,1,2,27,1,2,5,5,1,4,0,0,0,1,3,3,2,3,3,3
12531,20194,1,2,2,1,3,1,3,1,1,7,7,3,3,0,1,1,1,2,2,3,2,3,3
12532,20194,1,2,2,1,3,1,3,1,1,7,7,3,3,0,1,1,1,2,2,3,2,3,3
12533,20194,1,1,2,1,3,2,3,1,2,2,3,1,4,0,1,0,1,2,2,2,2,2,3
12534,20194,1,1,2,1,3,2,3,1,2,2,3,1,4,0,1,0,1,2,2,2,2,2,3
12535,20194,1,1,2,1,1,2,13,1,1,2,2,3,4,0,1,0,1,1,2,2,2,2,2
12536,20194,1,1,2,1,1,2,13,1,1,2,2,3,4,0,1,0,1,1,2,2,2,2,2
12537,20194,1,2,2,1,3,1,3,1,2,3,3,3,2,0,1,1,1,2,2,1,2,2,2
12538,20194,1,2,2,1,3,1,3,1,2,3,3,3,2,0,1,1,1,2,2,1,2,2,2
12539,20194,1,2,2,1,3,2,19,1,2,2,4,1,3,0,0,0,0,2,2,2,2,3,3
12540,20194,1,2,2,1,3,2,19,1,2,2,4,1,3,0,0,0,0,2,2,2,2,3,3
12541,20194,1,1,2,1,1,2,13,1,2,3,10,1,4,0,0,0,1,2,2,2,2,3,3
12542,20194,1,1,2,1,1,2,13,1,2,3,10,1,4,0,0,0,1,2,2,2,2,3,3
12543,20194,1,2,2,1,1,2,3,1,2,5,2,1,3,1,1,1,1,3,2,2,2,2,3
12544,20194,1,2,2,1,1,2,3,1,2,5,2,1,3,1,1,1,1,3,2,2,2,2,3
12545,20194,1,1,2,1,1,2,10,1,2,11,5,1,3,0,0,0,1,2,2,2,1,3,3
12546,20194,1,1,2,1,1,2,10,1,2,11,5,1,3,0,0,0,1,2,2,2,1,3,3
12547,20194,2,2,2,1,1,2,9,1,1,2,2,7,4,0,0,0,1,2,2,1,1,2,2
12548,20194,2,2,2,1,1,2,9,1,1,2,2,7,4,0,0,0,1,2,2,1,1,2,2
12549,20194,1,2,2,1,3,2,3,2,2,7,6,3,3,0,0,1,1,2,1,2,2,2,2
12550,20194,1,2,2,1,3,2,3,2,2,7,6,3,3,0,0,1,1,2,1,2,2,2,2
12551,20194,1,2,2,1,3,1,3,1,2,10,10,2,4,1,0,0,0,2,2,2,2,2,2
12552,20194,1,2,2,1,3,1,3,1,2,10,10,2,4,1,0,0,0,2,2,2,2,2,2
12553,20194,1,1,2,1,1,2,10,1,2,2,2,1,2,0,0,0,1,2,3,2,2,2,3
12554,20194,1,1,2,1,1,2,10,1,2,2,2,1,2,0,0,0,1,2,3,2,2,2,3
12555,20194,1,1,2,1,1,2,13,1,2,5,5,7,5,0,0,0,0,1,1,1,2,2,2
12556,20194,1,1,2,1,1,2,13,1,2,5,5,7,5,0,0,0,0,1,1,1,2,2,2
12557,20194,1,2,2,1,1,3,9,1,1,3,2,2,4,1,0,0,1,2,2,1,1,2,2
12558,20194,1,2,2,1,1,3,9,1,1,3,2,2,4,1,0,0,1,2,2,1,1,2,2
12559,20194,1,1,2,1,1,2,13,1,2,3,4,7,5,0,0,0,1,2,2,1,2,2,2
12560,20194,1,1,2,1,1,2,13,1,2,3,4,7,5,0,0,0,1,2,2,1,2,2,2
12561,20194,1,2,2,1,1,2,23,1,1,7,1,2,2,0,1,1,1,3,3,3,3,4,4
12562,20194,1,2,2,1,1,2,23,1,1,7,1,2,2,0,1,1,1,3,3,3,3,4,4
12563,20194,2,2,2,1,1,3,11,1,2,2,2,1,3,0,0,0,0,2,1,2,2,2,2
12564,20194,2,2,2,1,1,3,11,1,2,2,2,1,3,0,0,0,0,2,1,2,2,2,2
12565,20194,1,2,2,1,3,2,3,1,2,5,2,7,5,0,0,0,1,2,2,2,2,2,3
12566,20194,1,2,2,1,3,2,3,1,2,5,2,7,5,0,0,0,1,2,2,2,2,2,3
12567,20194,2,2,2,1,1,2,23,1,1,3,3,7,3,0,0,0,0,2,2,2,2,2,2
12568,20194,2,2,2,1,1,2,23,1,1,3,3,7,3,0,0,0,0,2,2,2,2,2,2
12569,20194,4,2,2,1,1,2,1,1,2,3,10,1,3,0,0,0,0,2,1,1,2,2,2
12570,20194,4,2,2,1,1,2,1,1,2,3,10,1,3,0,0,0,0,2,1,1,2,2,2
12571,20194,1,2,2,1,3,4,3,2,1,1,5,5,2,1,1,1,1,3,3,3,2,3,3
12572,20194,1,2,2,1,3,4,3,2,1,1,5,5,2,1,1,1,1,3,3,3,2,3,3
12573,20194,1,2,2,1,1,2,13,1,2,2,3,1,4,0,1,1,1,2,2,2,2,2,2
12574,20194,1,2,2,1,1,2,13,1,2,2,3,1,4,0,1,1,1,2,2,2,2,2,2
12575,20194,2,2,2,1,1,5,13,1,2,3,3,1,3,0,0,0,1,1,2,2,2,3,3
12576,20194,2,2,2,1,1,5,13,1,2,3,3,1,3,0,0,0,1,1,2,2,2,3,3
12577,20194,1,2,2,1,1,2,13,1,2,5,2,1,3,0,0,0,1,2,2,2,2,2,3
12578,20194,1,2,2,1,1,2,13,1,2,5,2,1,3,0,0,0,1,2,2,2,2,2,3
12579,20194,2,1,2,1,1,2,13,1,1,2,5,3,2,0,0,0,0,2,2,1,2,2,2
12580,20194,2,1,2,1,1,2,13,1,1,2,5,3,2,0,0,0,0,2,2,1,2,2,2
12581,20194,1,2,2,1,1,2,7,1,2,6,2,1,1,0,0,0,0,2,2,2,3,2,3
12582,20194,1,2,2,1,1,2,7,1,2,6,2,1,1,0,0,0,0,2,2,2,3,2,3
12583,20194,1,2,2,1,1,2,8,1,2,6,2,3,1,0,0,0,1,3,3,3,3,3,3
12584,20194,1,2,2,1,1,2,8,1,2,6,2,3,1,0,0,0,1,3,3,3,3,3,3
12585,20194,2,2,2,1,2,3,12,1,1,10,4,7,2,0,0,0,1,2,1,1,1,1,2
12586,20194,2,2,2,1,2,3,12,1,1,10,4,7,2,0,0,0,1,2,1,1,1,1,2
12587,20194,1,2,2,1,1,1,3,1,1,3,4,2,4,0,0,1,0,2,2,2,2,2,3
12588,20194,1,2,2,1,1,1,3,1,1,3,4,2,4,0,0,1,0,2,2,2,2,2,3
12589,20194,1,2,2,1,3,5,13,2,2,5,3,1,3,1,0,0,0,2,2,1,1,2,2
12590,20194,1,2,2,1,3,5,13,2,2,5,3,1,3,1,0,0,0,2,2,1,1,2,2
12591,20194,1,2,2,1,1,2,3,1,2,6,3,1,3,1,0,1,1,2,2,2,2,2,3
12592,20194,1,2,2,1,1,2,3,1,2,6,3,1,3,1,0,1,1,2,2,2,2,2,3
12593,20194,1,2,2,1,1,3,3,1,2,5,7,2,2,1,0,1,1,2,2,2,2,2,2
12594,20194,1,2,2,1,1,3,3,1,2,5,7,2,2,1,0,1,1,2,2,2,2,2,2
12595,20194,1,2,2,1,1,4,3,1,2,1,5,2,2,0,1,1,0,3,3,3,3,3,4
12596,20194,1,2,2,1,1,4,3,1,2,1,5,2,2,0,1,1,0,3,3,3,3,3,4
12597,20194,2,1,2,1,1,2,10,1,2,5,5,2,5,0,1,1,1,2,2,3,3,3,3
12598,20194,2,1,2,1,1,2,10,1,2,5,5,2,5,0,1,1,1,2,2,3,3,3,3
12599,20194,1,2,2,1,1,3,9,1,2,2,2,1,2,0,0,1,1,2,1,2,2,2,2
12600,20194,1,2,2,1,1,3,9,1,2,2,2,1,2,0,0,1,1,2,1,2,2,2,2
12601,20194,1,2,2,1,3,1,19,1,1,5,4,1,2,0,0,0,1,2,2,2,2,2,3
12602,20194,1,2,2,1,3,1,19,1,1,5,4,1,2,0,0,0,1,2,2,2,2,2,3
12603,20194,1,2,2,1,1,4,3,1,2,7,7,3,3,0,1,1,1,3,3,3,3,3,3
12604,20194,1,2,2,1,1,4,3,1,2,7,7,3,3,0,1,1,1,3,3,3,3,3,3
12605,20194,2,1,2,1,1,2,11,1,1,2,3,7,3,0,0,0,1,2,2,1,2,2,2
12606,20194,2,1,2,1,1,2,11,1,1,2,3,7,3,0,0,0,1,2,2,1,2,2,2
12607,20194,1,2,2,1,1,2,7,1,1,1,1,2,4,0,1,1,1,3,3,3,3,3,3
12608,20194,1,2,2,1,1,2,7,1,1,1,1,2,4,0,1,1,1,3,3,3,3,3,3
12609,20194,2,1,2,1,2,6,14,1,2,10,10,1,3,1,0,0,1,2,2,2,2,2,2
12610,20194,2,1,2,1,2,6,14,1,2,10,10,1,3,1,0,0,1,2,2,2,2,2,2
12611,20194,1,2,2,1,1,4,3,1,2,2,2,2,3,0,1,1,0,2,2,2,2,3,3
12612,20194,1,2,2,1,1,4,3,1,2,2,2,2,3,0,1,1,0,2,2,2,2,3,3
12613,20194,1,2,2,1,1,3,12,1,1,2,2,7,3,0,0,0,1,2,2,2,2,2,3
12614,20194,1,2,2,1,1,3,12,1,1,2,2,7,3,0,0,0,1,2,2,2,2,2,3
12615,20194,1,2,2,1,1,6,12,1,1,5,10,3,4,1,0,1,1,2,1,2,2,2,2
12616,20194,1,2,2,1,1,6,12,1,1,5,10,3,4,1,0,1,1,2,1,2,2,2,2
12617,20194,1,2,2,1,3,6,3,1,1,4,4,1,3,0,0,0,0,2,3,2,2,3,3
12618,20194,1,2,2,1,3,6,3,1,1,4,4,1,3,0,0,0,0,2,3,2,2,3,3
12619,20194,1,1,2,1,2,2,10,1,2,4,3,1,3,0,0,0,1,2,2,2,2,2,2
12620,20194,1,1,2,1,2,2,10,1,2,4,3,1,3,0,0,0,1,2,2,2,2,2,2
12621,20194,1,2,2,1,3,2,3,2,2,2,2,5,3,1,1,1,1,3,3,3,3,3,3
12622,20194,1,2,2,1,3,2,3,2,2,2,2,5,3,1,1,1,1,3,3,3,3,3,3
12623,20194,2,2,2,1,3,3,3,1,2,2,2,1,2,0,0,1,1,2,2,2,2,2,2
12624,20194,2,2,2,1,3,3,3,1,2,2,2,1,2,0,0,1,1,2,2,2,2,2,2
12625,20194,1,2,2,1,1,3,3,1,2,7,5,1,3,1,0,0,1,2,2,2,1,2,2
12626,20194,1,2,2,1,1,3,3,1,2,7,5,1,3,1,0,0,1,2,2,2,1,2,2
12627,20194,1,2,2,1,1,4,3,1,1,10,5,3,3,1,1,1,1,3,3,3,3,3,3
12628,20194,1,2,2,1,1,4,3,1,1,10,5,3,3,1,1,1,1,3,3,3,3,3,3
12629,20194,1,2,2,1,1,2,11,1,2,5,5,5,3,0,0,0,0,1,2,1,2,1,2
12630,20194,1,2,2,1,1,2,11,1,2,5,5,5,3,0,0,0,0,1,2,1,2,1,2
12631,20194,1,2,2,1,2,1,3,1,2,4,12,1,2,0,0,1,1,3,2,2,2,3,3
12632,20194,1,2,2,1,2,1,3,1,2,4,12,1,2,0,0,1,1,3,2,2,2,3,3
12633,20194,1,2,2,1,3,2,3,2,2,7,7,2,2,0,1,1,1,2,2,2,2,2,3
12634,20194,1,2,2,1,3,2,3,2,2,7,7,2,2,0,1,1,1,2,2,2,2,2,3
12635,20194,1,1,2,1,3,2,30,1,1,4,5,1,4,0,0,0,1,2,2,3,2,3,3
12636,20194,1,1,2,1,3,2,30,1,1,4,5,1,4,0,0,0,1,2,2,3,2,3,3
12637,20194,1,2,2,1,1,2,18,1,2,6,2,2,2,0,0,0,1,3,2,2,2,2,3
12638,20194,1,2,2,1,1,2,18,1,2,6,2,2,2,0,0,0,1,3,2,2,2,2,3
12639,20194,1,1,2,1,1,2,23,1,2,3,3,1,3,0,0,0,0,2,2,2,2,2,2
12640,20194,1,1,2,1,1,2,23,1,2,3,3,1,3,0,0,0,0,2,2,2,2,2,2
12641,20194,1,2,2,1,3,2,19,2,2,7,5,2,3,0,0,0,1,2,2,2,2,2,3
12642,20194,1,2,2,1,3,2,19,2,2,7,5,2,3,0,0,0,1,2,2,2,2,2,3
12643,20194,1,2,2,1,1,6,13,1,1,4,5,1,3,0,0,0,1,2,2,2,2,2,3
12644,20194,1,2,2,1,1,6,13,1,1,4,5,1,3,0,0,0,1,2,2,2,2,2,3
12645,20194,1,2,2,1,2,3,22,1,2,3,10,3,4,1,1,1,1,2,1,2,1,2,2
12646,20194,1,2,2,1,2,3,22,1,2,3,10,3,4,1,1,1,1,2,1,2,1,2,2
12647,20194,2,2,2,1,3,3,3,1,2,4,5,2,4,1,0,0,1,3,2,1,2,2,3
12648,20194,2,2,2,1,3,3,3,1,2,4,5,2,4,1,0,0,1,3,2,1,2,2,3
12649,20194,1,2,2,1,1,2,24,1,1,2,2,3,3,0,1,1,1,2,2,1,2,2,3
12650,20194,1,2,2,1,1,2,24,1,1,2,2,3,3,0,1,1,1,2,2,1,2,2,3
12651,20194,1,2,2,1,3,2,3,2,2,1,1,3,2,1,1,1,1,4,3,3,3,3,3
12652,20194,1,2,2,1,3,2,3,2,2,1,1,3,2,1,1,1,1,4,3,3,3,3,3
12653,20194,1,2,2,1,1,1,4,1,1,4,3,7,3,0,0,0,0,2,3,2,3,2,3
12654,20194,1,2,2,1,1,1,4,1,1,4,3,7,3,0,0,0,0,2,3,2,3,2,3
12655,20194,1,2,2,1,3,2,3,2,1,1,1,3,2,1,1,1,1,4,3,3,3,3,4
12656,20194,1,2,2,1,3,2,3,2,1,1,1,3,2,1,1,1,1,4,3,3,3,3,4
12657,20194,1,2,2,1,1,1,3,1,1,2,6,1,3,0,0,1,0,2,2,2,3,3,3
12658,20194,1,2,2,1,1,1,3,1,1,2,6,1,3,0,0,1,0,2,2,2,3,3,3
12659,20194,1,2,2,1,1,2,23,1,1,5,5,1,3,0,0,0,0,2,2,2,2,2,3
12660,20194,1,2,2,1,1,2,23,1,1,5,5,1,3,0,0,0,0,2,2,2,2,2,3
12661,20194,1,2,2,1,1,1,3,1,2,5,12,3,2,0,1,1,0,2,2,2,3,2,3
12662,20194,1,2,2,1,1,1,3,1,2,5,12,3,2,0,1,1,0,2,2,2,3,2,3
12663,20194,1,2,2,1,3,2,3,1,2,2,5,3,4,0,0,1,0,2,3,2,2,3,3
12664,20194,1,2,2,1,3,2,3,1,2,2,5,3,4,0,0,1,0,2,3,2,2,3,3
12665,20194,1,2,2,1,1,1,3,1,1,11,1,3,1,1,1,1,1,3,3,3,3,3,4
12666,20194,1,2,2,1,1,1,3,1,1,11,1,3,1,1,1,1,1,3,3,3,3,3,4
12667,20194,2,2,2,1,1,3,3,1,1,2,5,1,5,0,0,0,1,2,3,2,3,3,3
12668,20194,2,2,2,1,1,3,3,1,1,2,5,1,5,0,0,0,1,2,3,2,3,3,3
12669,20194,1,1,2,1,1,2,7,1,2,5,3,1,3,0,0,0,1,2,3,2,2,2,3
12670,20194,1,1,2,1,1,2,7,1,2,5,3,1,3,0,0,0,1,2,3,2,2,2,3
12671,20194,1,2,2,1,3,2,3,2,2,2,7,2,3,1,1,1,1,3,2,2,2,3,3
12672,20194,1,2,2,1,3,2,3,2,2,2,7,2,3,1,1,1,1,3,2,2,2,3,3
12673,20194,1,2,2,1,3,2,3,2,2,2,11,2,2,0,0,1,1,3,3,2,3,3,3
12674,20194,1,2,2,1,3,2,3,2,2,2,11,2,2,0,0,1,1,3,3,2,3,3,3
12675,20194,1,2,2,1,3,2,19,2,1,6,11,3,3,1,0,1,1,3,4,2,3,3,3
12676,20194,1,2,2,1,3,2,19,2,1,6,11,3,3,1,0,1,1,3,4,2,3,3,3
12677,20194,2,2,2,1,1,3,3,1,2,10,3,4,5,0,0,1,0,1,1,2,2,2,2
12678,20194,2,2,2,1,1,3,3,1,2,10,3,4,5,0,0,1,0,1,1,2,2,2,2
12679,20194,2,2,2,1,1,3,3,1,2,3,2,1,3,0,0,0,1,2,1,1,2,2,2
12680,20194,2,2,2,1,1,3,3,1,2,3,2,1,3,0,0,0,1,2,1,1,2,2,2
12681,20194,1,2,2,1,3,4,3,2,1,9,2,3,3,1,1,1,1,4,4,4,3,3,4
12682,20194,1,2,2,1,3,4,3,2,1,9,2,3,3,1,1,1,1,4,4,4,3,3,4
12683,20194,1,2,2,1,1,2,3,1,2,2,5,2,4,0,0,0,1,1,2,2,2,2,2
12684,20194,1,2,2,1,1,2,3,1,2,2,5,2,4,0,0,0,1,1,2,2,2,2,2
12685,20194,1,2,2,1,2,2,25,1,2,3,2,1,4,0,0,0,1,3,3,2,3,2,3
12686,20194,1,2,2,1,2,2,25,1,2,3,2,1,4,0,0,0,1,3,3,2,3,2,3
12687,20194,1,2,2,1,1,4,3,1,2,1,1,3,1,0,1,1,1,3,3,3,3,3,4
12688,20194,1,2,2,1,1,4,3,1,2,1,1,3,1,0,1,1,1,3,3,3,3,3,4
12689,20194,1,2,2,1,3,2,19,1,2,4,2,1,3,0,0,0,1,3,2,2,2,3,3
12690,20194,1,2,2,1,3,2,19,1,2,4,2,1,3,0,0,0,1,3,2,2,2,3,3
12691,20194,1,2,2,1,3,2,3,2,2,11,11,3,2,1,1,1,1,3,3,2,2,3,3
12692,20194,1,2,2,1,3,2,3,2,2,11,11,3,2,1,1,1,1,3,3,2,2,3,3
12693,20194,2,2,2,1,1,1,4,1,1,10,3,3,4,0,0,0,0,1,2,1,2,2,2
12694,20194,2,2,2,1,1,1,4,1,1,10,3,3,4,0,0,0,0,1,2,1,2,2,2
12695,20194,1,2,2,1,2,2,22,1,1,3,3,2,3,0,1,1,1,2,2,2,2,2,3
12696,20194,1,2,2,1,2,2,22,1,1,3,3,2,3,0,1,1,1,2,2,2,2,2,3
12697,20224,1,2,2,1,1,1,3,1,2,4,2,2,5,0,1,1,1,3,2,2,2,3,3
12698,20194,1,2,2,1,1,2,3,1,1,7,8,2,2,0,1,0,0,2,2,2,3,3,3
12699,20194,1,2,2,1,1,2,3,1,1,7,8,2,2,0,1,0,0,2,2,2,3,3,3
12700,20194,1,2,2,1,1,4,9,1,2,1,7,1,4,0,1,0,1,2,4,3,3,3,4
12701,20194,1,2,2,1,1,4,9,1,2,1,7,1,4,0,1,0,1,2,4,3,3,3,4
12702,20201,1,2,1,2,3,4,3,2,2,9,9,4,2,1,1,1,1,4,3,4,3,3,4
12703,20194,1,2,2,1,1,6,13,1,2,4,5,1,3,0,0,0,1,3,2,2,2,2,3
12704,20194,1,2,2,1,1,6,13,1,2,4,5,1,3,0,0,0,1,3,2,2,2,2,3
12705,20194,2,2,2,1,1,5,3,1,1,5,2,1,2,0,0,0,1,2,2,2,2,2,3
12706,20194,2,2,2,1,1,5,3,1,1,5,2,1,2,0,0,0,1,2,2,2,2,2,3
12707,20194,1,1,2,1,1,1,10,1,2,1,1,1,3,0,0,0,1,2,2,2,2,2,3
12708,20194,1,1,2,1,1,1,10,1,2,1,1,1,3,0,0,0,1,2,2,2,2,2,3
12709,20194,1,2,2,1,1,2,12,1,2,5,4,1,3,0,0,0,1,1,3,2,2,3,3
12710,20194,1,2,2,1,1,2,12,1,2,5,4,1,3,0,0,0,1,1,3,2,2,3,3
12711,20194,1,2,2,1,2,2,19,1,2,2,2,1,2,0,1,1,0,2,3,2,2,2,3
12712,20194,1,2,2,1,2,2,19,1,2,2,2,1,2,0,1,1,0,2,3,2,2,2,3
12713,20194,1,2,2,1,1,6,13,1,2,2,2,1,2,0,0,0,1,2,3,2,2,3,3
12714,20194,1,2,2,1,1,6,13,1,2,2,2,1,2,0,0,0,1,2,3,2,2,3,3
12715,20194,1,2,2,1,3,2,3,2,1,9,1,5,5,0,1,1,1,3,3,3,3,2,3
12716,20194,1,2,2,1,3,2,3,2,1,9,1,5,5,0,1,1,1,3,3,3,3,2,3
12717,20194,1,1,2,1,2,2,26,1,1,4,1,4,5,0,1,1,1,2,2,2,2,3,3
12718,20194,1,1,2,1,2,2,26,1,1,4,1,4,5,0,1,1,1,2,2,2,2,3,3
12719,20194,1,2,2,1,1,2,11,1,1,5,3,3,3,0,0,0,0,2,2,2,2,2,2
12720,20194,1,2,2,1,1,2,11,1,1,5,3,3,3,0,0,0,0,2,2,2,2,2,2
12721,20194,1,2,2,1,3,2,3,1,1,5,11,2,2,0,1,1,1,3,3,3,2,3,4
12722,20194,1,2,2,1,3,2,3,1,1,5,11,2,2,0,1,1,1,3,3,3,2,3,4
12723,20194,2,1,2,1,1,3,23,1,2,2,2,1,2,0,0,0,0,2,2,1,2,2,2
12724,20194,2,1,2,1,1,3,23,1,2,2,2,1,2,0,0,0,0,2,2,1,2,2,2
