Unnamed: 0,periodo,estu_tipodocumento,cole_area_ubicacion,cole_bilingue,cole_calendario,cole_caracter,cole_jornada,cole_mcpio_ubicacion,cole_naturaleza,estu_genero,fami_educacionmadre,fami_educacionpadre,fami_estratovivienda,fami_personashogar,fami_tieneautomovil,fami_tienecomputador,fami_tieneinternet,fami_tienelavadora,punt_ingles,punt_matematicas,punt_sociales_ciudadanas,punt_c_naturales,punt_lectura_critica,punt_global
22017,20194,1,1,2,1,1,2,13,1,1,10,3,1,2,0,1,0,0,2,3,3,2,3,3
22018,20194,1,2,2,1,1,2,8,1,2,10,3,3,2,0,1,0,1,3,3,2,2,3,3
22019,20194,1,2,2,1,1,2,8,1,2,10,3,3,2,0,1,0,1,3,3,2,2,3,3
22020,20194,1,2,2,1,3,2,19,1,1,2,2,2,4,0,0,0,1,2,2,2,2,2,3
22021,20194,1,2,2,1,3,2,19,1,1,2,2,2,4,0,0,0,1,2,2,2,2,2,3
22022,20194,1,2,2,1,1,2,20,1,2,2,10,1,2,0,0,0,0,2,2,2,2,2,3
22023,20194,1,2,2,1,1,2,20,1,2,2,10,1,2,0,0,0,0,2,2,2,2,2,3
22024,20194,1,2,2,1,3,1,3,1,2,3,3,1,2,1,1,0,0,2,2,2,2,2,2
22025,20194,1,2,2,1,3,1,3,1,2,3,3,1,2,1,1,0,0,2,2,2,2,2,2
22026,20194,1,2,2,1,1,2,7,1,1,1,1,3,2,0,1,1,1,3,3,3,3,3,4
22027,20194,1,2,2,1,1,2,7,1,1,1,1,3,2,0,1,1,1,3,3,3,3,3,4
22028,20194,1,2,2,1,1,2,3,1,1,2,5,1,3,0,0,1,1,2,3,3,2,3,3
22029,20194,1,2,2,1,1,2,3,1,1,2,5,1,3,0,0,1,1,2,3,3,2,3,3
22030,20194,1,2,2,1,1,6,13,1,2,3,12,1,3,0,0,0,1,2,3,3,3,2,3
22031,20194,1,2,2,1,1,6,13,1,2,3,12,1,3,0,0,0,1,2,3,3,3,2,3
22032,20194,2,1,2,1,1,3,3,1,2,5,8,4,3,0,0,0,1,2,2,2,2,3,3
22033,20194,2,1,2,1,1,3,3,1,2,5,8,4,3,0,0,0,1,2,2,2,2,3,3
22034,20194,1,2,2,1,3,1,3,1,1,5,5,4,3,0,0,1,1,1,2,2,2,2,3
22035,20194,1,2,2,1,3,1,3,1,1,5,5,4,3,0,0,1,1,1,2,2,2,2,3
22036,20194,1,1,2,1,1,1,10,1,2,2,2,1,2,0,0,0,1,2,2,2,3,3,3
22037,20194,1,1,2,1,1,1,10,1,2,2,2,1,2,0,0,0,1,2,2,2,3,3,3
22038,20194,1,1,2,1,3,2,30,1,2,5,5,1,5,0,0,0,0,2,2,2,2,2,3
22039,20194,1,1,2,1,3,2,30,1,2,5,5,1,5,0,0,0,0,2,2,2,2,2,3
22040,20194,1,1,2,1,3,1,3,1,1,5,2,1,3,0,0,0,0,2,2,2,2,2,2
22041,20194,1,1,2,1,3,1,3,1,1,5,2,1,3,0,0,0,0,2,2,2,2,2,2
22042,20194,1,2,2,1,1,2,24,1,2,5,3,1,4,1,0,0,1,1,2,1,2,2,2
22043,20194,1,2,2,1,1,2,24,1,2,5,3,1,4,1,0,0,1,1,2,1,2,2,2
22044,20194,1,2,2,1,1,1,3,1,2,2,2,2,3,0,1,1,1,2,2,3,3,3,3
22045,20194,1,2,2,1,1,1,3,1,2,2,2,2,3,0,1,1,1,2,2,3,3,3,3
22046,20194,2,2,2,1,1,6,8,1,2,2,3,1,3,0,1,0,1,2,2,2,2,2,2
22047,20194,2,2,2,1,1,6,8,1,2,2,3,1,3,0,1,0,1,2,2,2,2,2,2
22048,20194,1,2,2,1,1,2,7,1,1,2,7,1,4,1,1,0,1,2,2,2,3,2,3
22049,20194,1,2,2,1,1,2,7,1,1,2,7,1,4,1,1,0,1,2,2,2,3,2,3
22050,20194,2,2,2,1,1,2,17,2,1,10,3,2,2,0,0,0,1,2,2,2,2,2,3
22051,20194,2,2,2,1,1,2,17,2,1,10,3,2,2,0,0,0,1,2,2,2,2,2,3
22052,20194,1,2,2,1,3,2,21,1,2,3,5,2,2,0,0,0,1,2,2,2,1,2,2
22053,20194,1,2,2,1,3,2,21,1,2,3,5,2,2,0,0,0,1,2,2,2,1,2,2
22054,20194,1,2,2,1,3,1,3,1,1,4,3,3,2,0,1,1,1,2,2,2,2,3,3
22055,20194,1,2,2,1,3,1,3,1,1,4,3,3,2,0,1,1,1,2,2,2,2,3,3
22056,20194,2,2,2,1,3,2,19,1,2,5,5,1,4,0,0,0,1,2,1,2,2,2,2
22057,20194,2,2,2,1,3,2,19,1,2,5,5,1,4,0,0,0,1,2,1,2,2,2,2
22058,20194,2,1,2,1,1,2,8,1,1,6,3,4,3,0,0,0,1,2,2,1,2,2,2
22059,20194,2,1,2,1,1,2,8,1,1,6,3,4,3,0,0,0,1,2,2,1,2,2,2
22060,20194,2,1,2,1,1,2,12,1,1,3,3,1,5,0,0,0,1,1,2,2,2,2,2
22061,20194,2,1,2,1,1,2,12,1,1,3,3,1,5,0,0,0,1,1,2,2,2,2,2
22062,20194,1,2,2,1,3,2,3,1,2,7,8,2,2,0,1,1,1,2,2,2,2,3,3
22063,20194,1,2,2,1,3,2,3,1,2,7,8,2,2,0,1,1,1,2,2,2,2,3,3
22064,20194,1,1,2,1,1,1,10,1,2,5,2,7,3,0,0,1,0,2,3,3,3,3,3
22065,20194,1,1,2,1,1,1,10,1,2,5,2,7,3,0,0,1,0,2,3,3,3,3,3
22066,20194,1,2,2,1,1,1,12,1,2,1,6,2,4,1,1,1,1,2,2,2,2,2,3
22067,20194,1,2,2,1,1,1,12,1,2,1,6,2,4,1,1,1,1,2,2,2,2,2,3
22068,20194,1,1,2,1,1,2,10,1,2,3,3,4,3,0,0,1,1,1,2,1,1,2,2
22069,20194,1,1,2,1,1,2,10,1,2,3,3,4,3,0,0,1,1,1,2,1,1,2,2
22070,20194,1,1,2,1,1,2,10,1,2,5,3,3,4,0,0,0,0,2,1,1,2,2,2
22071,20194,1,1,2,1,1,2,10,1,2,5,3,3,4,0,0,0,0,2,1,1,2,2,2
22072,20194,1,2,2,1,3,2,3,1,2,3,8,1,2,1,1,1,1,1,2,2,2,2,2
22073,20194,1,2,2,1,3,2,3,1,2,3,8,1,2,1,1,1,1,1,2,2,2,2,2
22074,20194,1,2,2,1,3,2,3,2,1,5,5,3,2,0,1,0,1,3,3,2,2,2,3
22075,20194,1,2,2,1,3,2,3,2,1,5,5,3,2,0,1,0,1,3,3,2,2,2,3
22076,20194,2,2,2,1,1,2,3,1,2,2,3,1,3,0,0,1,0,2,2,1,2,2,2
22077,20194,2,2,2,1,1,2,3,1,2,2,3,1,3,0,0,1,0,2,2,1,2,2,2
22078,20194,2,2,2,1,3,5,13,2,1,4,10,1,2,1,1,0,0,2,2,1,1,1,2
22079,20194,2,2,2,1,3,5,13,2,1,4,10,1,2,1,1,0,0,2,2,1,1,1,2
22080,20194,1,1,2,1,1,1,10,1,2,5,5,3,4,0,0,0,0,2,2,2,2,2,3
22081,20194,1,1,2,1,1,1,10,1,2,5,5,3,4,0,0,0,0,2,2,2,2,2,3
22082,20194,1,2,2,1,1,2,13,1,2,10,5,1,4,0,0,0,0,2,2,2,2,2,2
22083,20194,1,2,2,1,1,2,13,1,2,10,5,1,4,0,0,0,0,2,2,2,2,2,2
22084,20194,1,2,2,1,1,4,3,1,1,1,1,2,4,0,1,0,1,4,4,4,3,4,4
22085,20194,1,2,2,1,1,4,3,1,1,1,1,2,4,0,1,0,1,4,4,4,3,4,4
22086,20194,1,1,2,1,2,2,26,1,1,4,5,1,2,0,0,0,1,2,3,3,3,3,3
22087,20194,1,1,2,1,2,2,26,1,1,4,5,1,2,0,0,0,1,2,3,3,3,3,3
22088,20194,2,1,2,1,1,3,10,1,1,3,5,1,2,0,0,1,1,2,3,3,2,3,3
22089,20194,2,1,2,1,1,3,10,1,1,3,5,1,2,0,0,1,1,2,3,3,2,3,3
22090,20194,1,1,2,1,2,2,6,1,1,2,2,3,4,0,0,0,1,2,3,2,2,2,3
22091,20194,1,1,2,1,2,2,6,1,1,2,2,3,4,0,0,0,1,2,3,2,2,2,3
22092,20194,1,2,2,1,2,2,22,1,2,2,7,1,3,0,1,0,1,2,3,3,3,3,3
22093,20194,1,2,2,1,2,2,22,1,2,2,7,1,3,0,1,0,1,2,3,3,3,3,3
22094,20194,1,1,2,1,1,3,23,1,1,3,3,2,3,0,0,0,0,2,2,2,1,2,2
22095,20194,1,1,2,1,1,3,23,1,1,3,3,2,3,0,0,0,0,2,2,2,1,2,2
22096,20194,1,2,2,1,3,2,19,2,2,2,2,2,2,0,1,1,1,2,2,2,2,2,2
22097,20194,1,2,2,1,3,2,19,2,2,2,2,2,2,0,1,1,1,2,2,2,2,2,2
22098,20194,1,2,1,1,1,2,2,1,1,10,10,7,3,0,1,0,1,2,2,2,2,2,2
22099,20194,1,2,1,1,1,2,2,1,1,10,10,7,3,0,1,0,1,2,2,2,2,2,2
22100,20194,1,2,2,1,1,6,17,1,1,8,2,2,2,0,0,0,1,2,3,2,2,3,3
22101,20194,1,2,2,1,1,6,17,1,1,8,2,2,2,0,0,0,1,2,3,2,2,3,3
22102,20194,1,2,2,1,1,6,13,1,1,2,8,2,2,0,1,1,1,2,3,2,3,2,3
22103,20194,1,2,2,1,1,6,13,1,1,2,8,2,2,0,1,1,1,2,3,2,3,2,3
22104,20194,1,2,2,1,1,3,3,1,1,5,4,1,5,0,1,1,1,2,2,2,2,2,3
22105,20194,1,2,2,1,1,3,3,1,1,5,4,1,5,0,1,1,1,2,2,2,2,2,3
22106,20194,1,2,2,1,1,1,12,1,2,2,3,1,3,0,0,0,1,2,2,2,2,2,2
22107,20194,1,2,2,1,1,1,12,1,2,2,3,1,3,0,0,0,1,2,2,2,2,2,2
22108,20194,2,2,2,1,3,3,3,1,2,3,3,1,3,0,0,0,0,2,2,2,2,2,3
22109,20194,2,2,2,1,3,3,3,1,2,3,3,1,3,0,0,0,0,2,2,2,2,2,3
22110,20194,1,1,2,1,1,2,27,1,1,10,3,2,5,0,0,0,1,2,2,1,2,1,2
22111,20194,1,1,2,1,1,2,27,1,1,10,3,2,5,0,0,0,1,2,2,1,2,1,2
22112,20194,1,2,2,1,3,2,3,2,1,1,3,4,2,1,1,1,1,3,3,1,2,2,3
22113,20194,1,2,2,1,3,2,3,2,1,1,3,4,2,1,1,1,1,3,3,1,2,2,3
22114,20194,1,2,2,1,3,1,3,1,2,5,5,1,4,0,0,0,0,2,2,2,2,3,3
22115,20194,1,2,2,1,3,1,3,1,2,5,5,1,4,0,0,0,0,2,2,2,2,3,3
22116,20194,4,2,2,1,1,2,1,1,2,1,1,7,2,0,1,1,1,2,2,1,2,2,2
22117,20194,4,2,2,1,1,2,1,1,2,1,1,7,2,0,1,1,1,2,2,1,2,2,2
22118,20194,1,1,2,1,1,2,13,1,1,10,10,4,5,1,0,1,1,2,2,1,2,2,2
22119,20194,1,1,2,1,1,2,13,1,1,10,10,4,5,1,0,1,1,2,2,1,2,2,2
22120,20194,2,2,2,1,4,5,3,2,1,5,5,2,2,0,0,1,1,2,3,1,2,2,3
22121,20194,2,2,2,1,4,5,3,2,1,5,5,2,2,0,0,1,1,2,3,1,2,2,3
22122,20194,1,2,2,1,3,1,3,1,2,7,2,2,1,0,1,1,1,2,2,2,3,3,3
22123,20194,1,2,2,1,3,1,3,1,2,7,2,2,1,0,1,1,1,2,2,2,3,3,3
22124,20194,1,2,2,1,2,2,26,1,1,2,2,3,3,1,1,0,1,2,2,1,2,2,2
22125,20194,1,2,2,1,2,2,26,1,1,2,2,3,3,1,1,0,1,2,2,1,2,2,2
22126,20194,1,2,2,1,3,2,19,2,1,1,2,2,2,0,0,1,1,3,2,3,3,3,3
22127,20194,1,2,2,1,3,2,19,2,1,1,2,2,2,0,0,1,1,3,2,3,3,3,3
22128,20194,1,2,2,1,1,2,23,1,2,3,3,7,2,0,0,0,0,1,1,1,2,1,2
22129,20194,1,2,2,1,1,2,23,1,2,3,3,7,2,0,0,0,0,1,1,1,2,1,2
22130,20194,1,2,2,1,3,1,3,1,1,2,3,1,3,0,1,1,1,2,2,2,2,2,2
22131,20194,1,2,2,1,3,1,3,1,1,2,3,1,3,0,1,1,1,2,2,2,2,2,2
22132,20194,1,2,2,1,1,2,23,1,1,5,2,1,2,0,0,0,0,2,2,2,2,2,2
22133,20194,1,2,2,1,1,2,23,1,1,5,2,1,2,0,0,0,0,2,2,2,2,2,2
22134,20194,1,2,2,1,1,5,3,1,2,3,6,1,5,0,0,0,1,2,3,3,3,3,3
22135,20194,1,2,2,1,1,5,3,1,2,3,6,1,5,0,0,0,1,2,3,3,3,3,3
22136,20194,1,2,2,1,1,4,3,1,2,1,8,1,3,0,0,0,1,3,3,3,3,3,3
22137,20194,1,2,2,1,1,4,3,1,2,1,8,1,3,0,0,0,1,3,3,3,3,3,3
22138,20194,1,2,2,1,3,2,3,1,1,2,3,2,3,0,1,1,1,2,2,2,2,2,3
22139,20194,1,2,2,1,3,2,3,1,1,2,3,2,3,0,1,1,1,2,2,2,2,2,3
22140,20194,2,1,2,1,2,2,6,1,2,3,3,1,3,0,0,0,0,1,1,2,2,2,2
22141,20194,2,1,2,1,2,2,6,1,2,3,3,1,3,0,0,0,0,1,1,2,2,2,2
22142,20194,1,2,2,1,1,1,3,1,2,10,11,6,1,0,1,1,1,2,2,2,2,2,3
22143,20194,1,2,2,1,1,1,3,1,2,10,11,6,1,0,1,1,1,2,2,2,2,2,3
22144,20194,1,2,2,1,1,3,3,1,1,5,10,1,2,0,0,0,0,2,2,2,2,3,3
22145,20194,1,2,2,1,1,3,3,1,1,5,10,1,2,0,0,0,0,2,2,2,2,3,3
22146,20194,1,2,2,1,3,2,19,1,2,2,2,2,4,0,1,1,1,1,2,2,2,2,2
22147,20194,1,2,2,1,3,2,19,1,2,2,2,2,4,0,1,1,1,1,2,2,2,2,2
22148,20194,1,2,2,1,1,2,9,2,2,2,2,2,3,0,1,1,0,4,3,3,3,3,4
22149,20194,1,2,2,1,1,2,9,2,2,2,2,2,3,0,1,1,0,4,3,3,3,3,4
22150,20194,1,2,2,1,3,1,19,1,2,2,2,7,3,0,0,0,0,2,2,2,2,2,3
22151,20194,1,2,2,1,3,1,19,1,2,2,2,7,3,0,0,0,0,2,2,2,2,2,3
22152,20194,1,1,2,1,1,1,10,1,2,2,2,3,2,0,0,1,1,2,1,1,2,2,2
22153,20194,1,1,2,1,1,1,10,1,2,2,2,3,2,0,0,1,1,2,1,1,2,2,2
22154,20194,1,2,2,1,3,1,3,1,1,5,5,2,4,0,0,1,1,3,3,3,3,3,3
22155,20194,1,2,2,1,3,1,3,1,1,5,5,2,4,0,0,1,1,3,3,3,3,3,3
22156,20194,1,1,2,1,2,2,13,1,2,3,3,2,5,0,0,0,1,2,1,2,2,2,2
22157,20194,1,1,2,1,2,2,13,1,2,3,3,2,5,0,0,0,1,2,1,2,2,2,2
22158,20194,1,1,2,1,2,2,10,1,2,4,3,6,3,1,1,1,1,1,2,2,1,2,2
22159,20194,1,1,2,1,2,2,10,1,2,4,3,6,3,1,1,1,1,1,2,2,1,2,2
22160,20194,1,2,2,1,2,2,15,1,1,5,5,2,2,1,0,0,1,2,1,2,2,2,2
22161,20194,1,2,2,1,2,2,15,1,1,5,5,2,2,1,0,0,1,2,1,2,2,2,2
22162,20194,1,2,2,1,1,2,13,1,1,1,7,1,2,1,1,1,1,2,2,2,2,2,3
22163,20194,1,2,2,1,1,2,13,1,1,1,7,1,2,1,1,1,1,2,2,2,2,2,3
22164,20194,1,2,2,1,1,6,13,1,2,5,1,1,2,0,1,1,0,2,3,2,2,3,3
22165,20194,1,2,2,1,1,6,13,1,2,5,1,1,2,0,1,1,0,2,3,2,2,3,3
22166,20194,1,2,2,1,3,1,9,1,1,2,5,3,2,0,0,0,1,2,3,2,3,2,3
22167,20194,1,2,2,1,3,1,9,1,1,2,5,3,2,0,0,0,1,2,3,2,3,2,3
22168,20194,1,2,2,1,2,2,3,1,1,7,2,2,3,0,0,0,1,2,2,2,3,2,3
22169,20194,1,2,2,1,2,2,3,1,1,7,2,2,3,0,0,0,1,2,2,2,3,2,3
22170,20194,1,2,2,1,3,2,3,1,2,2,10,1,3,0,1,1,1,2,2,2,1,2,2
22171,20194,1,2,2,1,3,2,3,1,2,2,10,1,3,0,1,1,1,2,2,2,1,2,2
22172,20194,1,2,2,1,3,2,3,1,2,2,3,1,3,0,0,1,1,2,2,2,2,3,3
22173,20194,1,2,2,1,3,2,3,1,2,2,3,1,3,0,0,1,1,2,2,2,2,3,3
22174,20194,2,2,2,1,1,2,9,1,2,10,10,1,5,0,0,0,1,2,2,2,2,2,2
22175,20194,2,2,2,1,1,2,9,1,2,10,10,1,5,0,0,0,1,2,2,2,2,2,2
22176,20194,1,2,2,1,1,2,23,1,2,7,2,1,3,0,1,0,1,3,3,3,3,3,3
22177,20194,1,2,2,1,1,2,23,1,2,7,2,1,3,0,1,0,1,3,3,3,3,3,3
22178,20194,1,2,2,1,3,2,3,2,1,8,5,4,3,0,1,1,1,2,3,2,2,2,3
22179,20194,1,2,2,1,3,2,3,2,1,8,5,4,3,0,1,1,1,2,3,2,2,2,3
22180,20194,1,2,2,1,2,2,16,1,1,4,4,7,4,0,0,0,0,2,3,3,3,3,3
22181,20194,1,2,2,1,2,2,16,1,1,4,4,7,4,0,0,0,0,2,3,3,3,3,3
22182,20194,6,2,2,1,2,2,15,1,2,11,11,2,3,0,0,0,1,1,2,2,2,2,2
22183,20194,6,2,2,1,2,2,15,1,2,11,11,2,3,0,0,0,1,1,2,2,2,2,2
22184,20194,2,2,2,1,1,2,11,1,2,3,3,2,3,0,0,0,0,2,1,2,2,2,2
22185,20194,2,2,2,1,1,2,11,1,2,3,3,2,3,0,0,0,0,2,1,2,2,2,2
22186,20194,2,2,2,1,1,2,1,1,2,4,7,1,1,0,1,1,1,2,1,2,1,1,2
22187,20194,2,2,2,1,1,2,1,1,2,4,7,1,1,0,1,1,1,2,1,2,1,1,2
22188,20194,1,2,2,1,1,2,9,1,2,2,5,1,3,0,0,0,0,2,3,2,2,3,3
22189,20194,1,2,2,1,1,2,9,1,2,2,5,1,3,0,0,0,0,2,3,2,2,3,3
22190,20194,1,2,2,1,3,2,3,1,1,8,1,3,2,1,1,1,0,3,2,2,2,3,3
22191,20194,1,2,2,1,3,2,3,1,1,8,1,3,2,1,1,1,0,3,2,2,2,3,3
22192,20194,1,2,2,1,2,2,15,1,2,5,2,7,2,0,1,1,1,2,2,1,2,2,2
22193,20194,1,2,2,1,2,2,15,1,2,5,2,7,2,0,1,1,1,2,2,1,2,2,2
22194,20194,1,2,2,1,1,1,3,1,2,7,7,2,3,0,1,1,0,3,3,3,3,3,4
22195,20194,1,2,2,1,1,1,3,1,2,7,7,2,3,0,1,1,0,3,3,3,3,3,4
22196,20194,1,2,2,1,2,1,19,1,1,1,2,2,2,0,0,0,1,2,3,2,2,2,3
22197,20194,1,2,2,1,2,1,19,1,1,1,2,2,2,0,0,0,1,2,3,2,2,2,3
22198,20194,1,2,2,1,3,2,19,2,2,2,4,1,3,0,0,0,0,2,2,2,2,3,3
22199,20194,1,2,2,1,3,2,19,2,2,2,4,1,3,0,0,0,0,2,2,2,2,3,3
22200,20194,2,2,2,1,1,3,23,1,1,5,10,1,3,1,0,0,1,1,2,1,2,2,2
22201,20194,2,2,2,1,1,3,23,1,1,5,10,1,3,1,0,0,1,1,2,1,2,2,2
22202,20194,1,2,2,1,1,2,11,1,2,1,2,1,3,0,0,0,0,2,2,2,2,2,2
22203,20194,1,2,2,1,1,2,11,1,2,1,2,1,3,0,0,0,0,2,2,2,2,2,2
22204,20194,1,2,2,1,1,3,3,1,2,5,6,1,3,0,0,0,1,2,2,1,2,2,2
22205,20194,1,2,2,1,1,3,3,1,2,5,6,1,3,0,0,0,1,2,2,1,2,2,2
22206,20194,4,1,2,1,1,2,23,1,1,5,8,1,4,0,0,0,1,2,2,2,2,2,3
22207,20194,4,1,2,1,1,2,23,1,1,5,8,1,4,0,0,0,1,2,2,2,2,2,3
22208,20194,1,2,2,1,1,4,30,1,2,3,10,1,3,0,0,0,1,1,1,2,2,2,2
22209,20194,1,2,2,1,1,4,30,1,2,3,10,1,3,0,0,0,1,1,1,2,2,2,2
22210,20194,1,2,2,1,3,2,3,2,2,1,5,3,2,0,0,1,1,3,3,3,3,3,3
22211,20194,1,2,2,1,3,2,3,2,2,1,5,3,2,0,0,1,1,3,3,3,3,3,3
22212,20194,1,2,2,1,3,2,19,1,1,2,2,2,2,0,0,0,1,2,2,2,3,2,3
22213,20194,1,2,2,1,3,2,19,1,1,2,2,2,2,0,0,0,1,2,2,2,3,2,3
22214,20194,1,2,2,1,3,4,3,2,1,1,1,5,3,1,1,1,1,3,3,3,3,3,3
22215,20194,1,2,2,1,3,4,3,2,1,1,1,5,3,1,1,1,1,3,3,3,3,3,3
22216,20194,2,2,2,1,1,1,3,1,1,4,3,2,3,0,1,1,1,1,2,2,2,2,2
22217,20194,2,2,2,1,1,1,3,1,1,4,3,2,3,0,1,1,1,1,2,2,2,2,2
22218,20194,1,1,2,1,2,2,13,1,2,8,8,1,5,0,0,0,1,1,2,2,2,2,2
22219,20194,1,1,2,1,2,2,13,1,2,8,8,1,5,0,0,0,1,1,2,2,2,2,2
22220,20194,1,2,2,1,1,1,3,1,2,7,6,2,3,1,1,1,1,2,2,2,2,3,3
22221,20194,1,2,2,1,1,1,3,1,2,7,6,2,3,1,1,1,1,2,2,2,2,3,3
22222,20194,1,1,2,1,1,1,3,1,2,7,2,1,3,0,1,1,1,2,3,2,2,3,3
22223,20194,1,1,2,1,1,1,3,1,2,7,2,1,3,0,1,1,1,2,3,2,2,3,3
22224,20194,2,2,2,1,1,6,13,1,1,5,7,2,4,0,1,0,1,2,2,2,2,2,3
22225,20194,2,2,2,1,1,6,13,1,1,5,7,2,4,0,1,0,1,2,2,2,2,2,3
22226,20194,1,2,2,1,2,2,15,1,1,3,4,1,4,0,0,0,1,2,2,2,2,2,3
22227,20194,1,2,2,1,2,2,15,1,1,3,4,1,4,0,0,0,1,2,2,2,2,2,3
22228,20194,1,1,2,1,1,2,12,1,2,5,10,2,3,0,0,0,0,2,1,2,2,2,2
22229,20194,1,1,2,1,1,2,12,1,2,5,10,2,3,0,0,0,0,2,1,2,2,2,2
22230,20194,1,2,1,1,1,2,2,1,1,4,3,3,4,0,0,0,1,2,2,2,2,2,3
22231,20194,1,2,1,1,1,2,2,1,1,4,3,3,4,0,0,0,1,2,2,2,2,2,3
22232,20194,1,2,2,1,3,2,3,2,2,7,7,3,1,1,1,1,1,3,3,3,3,3,3
22233,20194,1,2,2,1,3,2,3,2,2,7,7,3,1,1,1,1,1,3,3,3,3,3,3
22234,20194,2,2,2,1,1,1,3,1,1,3,3,1,3,0,0,1,1,1,2,2,2,2,3
22235,20194,2,2,2,1,1,1,3,1,1,3,3,1,3,0,0,1,1,1,2,2,2,2,3
22236,20194,2,2,2,1,1,3,17,1,1,2,1,3,2,0,0,0,0,1,2,1,2,2,2
22237,20194,2,2,2,1,1,3,17,1,1,2,1,3,2,0,0,0,0,1,2,1,2,2,2
22238,20194,1,2,2,1,2,2,3,1,1,4,3,2,5,0,1,1,1,3,3,3,2,3,3
22239,20194,1,2,2,1,2,2,3,1,1,4,3,2,5,0,1,1,1,3,3,3,2,3,3
22240,20194,1,2,2,1,1,2,11,1,1,4,2,1,3,0,1,1,1,2,3,2,2,3,3
22241,20194,1,2,2,1,1,2,11,1,1,4,2,1,3,0,1,1,1,2,3,2,2,3,3
22242,20194,1,1,2,1,2,2,8,1,2,3,1,2,2,0,1,0,0,2,2,2,2,3,3
22243,20194,1,1,2,1,2,2,8,1,2,3,1,2,2,0,1,0,0,2,2,2,2,3,3
22244,20194,1,2,2,1,1,4,3,1,1,4,3,3,2,0,0,1,0,3,3,3,3,3,4
22245,20194,1,2,2,1,1,4,3,1,1,4,3,3,2,0,0,1,0,3,3,3,3,3,4
22246,20194,2,1,2,1,1,2,10,1,1,3,2,1,2,0,0,1,1,2,3,2,2,3,3
22247,20194,2,1,2,1,1,2,10,1,1,3,2,1,2,0,0,1,1,2,3,2,2,3,3
22248,20194,1,1,2,1,1,3,23,1,1,2,3,4,3,0,1,1,1,1,2,2,1,2,2
22249,20194,1,1,2,1,1,3,23,1,1,2,3,4,3,0,1,1,1,1,2,2,1,2,2
22250,20194,1,2,2,1,3,2,3,1,2,6,2,2,2,0,1,1,1,2,2,2,2,2,3
22251,20194,1,2,2,1,3,2,3,1,2,6,2,2,2,0,1,1,1,2,2,2,2,2,3
22252,20194,1,2,2,1,2,2,16,1,1,3,3,7,5,0,0,0,1,3,3,2,3,3,3
22253,20194,1,2,2,1,2,2,16,1,1,3,3,7,5,0,0,0,1,3,3,2,3,3,3
22254,20194,2,2,2,1,3,3,3,1,1,5,5,2,2,0,0,0,1,3,3,2,2,2,3
22255,20194,2,2,2,1,3,3,3,1,1,5,5,2,2,0,0,0,1,3,3,2,2,2,3
22256,20194,1,1,2,1,2,2,13,1,2,2,5,7,2,0,1,0,0,2,2,3,2,3,3
22257,20194,1,1,2,1,2,2,13,1,2,2,5,7,2,0,1,0,0,2,2,3,2,3,3
22258,20194,1,2,2,1,3,1,3,1,2,2,10,3,3,0,1,0,1,2,2,1,2,2,2
22259,20194,1,2,2,1,3,1,3,1,2,2,10,3,3,0,1,0,1,2,2,1,2,2,2
22260,20194,1,1,2,1,2,2,26,1,1,1,1,1,3,0,1,0,1,2,3,3,3,2,3
22261,20194,1,1,2,1,2,2,26,1,1,1,1,1,3,0,1,0,1,2,3,3,3,2,3
22262,20194,1,2,2,1,3,3,19,2,2,5,2,2,4,0,0,0,1,2,1,2,2,2,2
22263,20194,1,2,2,1,3,3,19,2,2,5,2,2,4,0,0,0,1,2,1,2,2,2,2
22264,20194,1,1,2,1,1,2,9,1,1,2,10,3,2,0,0,0,1,2,2,3,2,2,3
22265,20194,1,1,2,1,1,2,9,1,1,2,10,3,2,0,0,0,1,2,2,3,2,2,3
22266,20194,1,2,2,1,3,6,3,1,2,3,2,2,3,0,1,1,0,2,2,1,2,2,2
22267,20194,1,2,2,1,3,6,3,1,2,3,2,2,3,0,1,1,0,2,2,1,2,2,2
22268,20194,1,1,2,1,1,2,10,1,1,1,2,1,2,0,1,0,0,2,2,2,2,2,3
22269,20194,1,1,2,1,1,2,10,1,1,1,2,1,2,0,1,0,0,2,2,2,2,2,3
22270,20194,2,1,2,1,1,1,10,1,1,5,2,1,4,0,0,0,1,2,2,2,2,3,3
22271,20194,2,1,2,1,1,1,10,1,1,5,2,1,4,0,0,0,1,2,2,2,2,3,3
22272,20194,1,2,2,1,1,2,23,1,1,2,3,1,2,0,0,0,1,2,2,2,2,3,3
22273,20194,1,2,2,1,1,2,23,1,1,2,3,1,2,0,0,0,1,2,2,2,2,3,3
22274,20194,2,2,2,1,1,3,9,1,2,5,3,1,3,0,0,0,1,2,1,2,2,2,2
22275,20194,2,2,2,1,1,3,9,1,2,5,3,1,3,0,0,0,1,2,1,2,2,2,2
22276,20194,1,2,2,1,1,1,3,1,2,3,11,3,2,0,1,0,1,4,2,4,3,4,4
22277,20194,1,2,2,1,1,1,3,1,2,3,11,3,2,0,1,0,1,4,2,4,3,4,4
22278,20194,1,1,2,1,1,2,10,1,2,3,3,1,1,1,0,0,1,2,2,2,2,2,2
22279,20194,1,1,2,1,1,2,10,1,2,3,3,1,1,1,0,0,1,2,2,2,2,2,2
22280,20194,1,2,2,1,3,1,3,1,1,10,3,1,4,0,0,0,0,2,2,1,2,2,2
