ID;periodo;estu_tipodocumento;cole_area_ubicacion;cole_bilingue;cole_calendario;cole_caracter;cole_jornada;cole_mcpio_ubicacion;cole_naturaleza;estu_genero;fami_educacionmadre;fami_educacionpadre;fami_estratovivienda;fami_personashogar;fami_tieneautomovil;fami_tienecomputador;fami_tieneinternet;fami_tienelavadora;punt_ingles;punt_matematicas;punt_sociales_ciudadanas;punt_c_naturales;punt_lectura_critica;punt_global
18964;20194;1;1;2;1;2;1;5;1;2;5;7;3;3;0;0;1;0;2;1;1;2;2;2
18965;20194;1;1;2;1;2;1;5;1;2;5;7;3;3;0;0;1;0;2;1;1;2;2;2
18966;20194;1;2;2;1;3;2;3;1;1;3;3;1;3;0;0;0;1;2;2;2;2;3;3
18967;20194;1;2;2;1;3;2;3;1;1;3;3;1;3;0;0;0;1;2;2;2;2;3;3
18968;20194;1;2;2;1;3;1;3;1;1;5;5;2;3;0;1;1;1;2;1;2;1;1;2
18969;20194;1;2;2;1;3;1;3;1;1;5;5;2;3;0;1;1;1;2;1;2;1;1;2
18970;20194;1;2;2;1;2;2;3;1;1;4;1;3;2;0;1;1;0;3;3;2;2;3;3
18971;20194;1;2;2;1;2;2;3;1;1;4;1;3;2;0;1;1;0;3;3;2;2;3;3
18972;20194;1;2;2;1;3;1;3;1;2;5;6;1;1;0;0;0;1;2;2;2;2;3;3
18973;20194;1;2;2;1;3;1;3;1;2;5;6;1;1;0;0;0;1;2;2;2;2;3;3
18974;20194;1;2;2;1;1;2;9;1;2;3;3;1;4;0;1;0;1;2;2;2;2;2;3
18975;20194;1;2;2;1;1;2;9;1;2;3;3;1;4;0;1;0;1;2;2;2;2;2;3
18976;20194;1;2;0;1;3;1;19;1;1;2;2;1;2;1;0;0;1;2;1;2;1;2;2
18977;20194;1;2;0;1;3;1;19;1;1;2;2;1;2;1;0;0;1;2;1;2;1;2;2
18978;20194;1;2;2;1;1;4;3;1;2;7;6;2;3;0;1;1;0;3;3;2;3;3;3
18979;20194;1;2;2;1;1;4;3;1;2;7;6;2;3;0;1;1;0;3;3;2;3;3;3
18980;20194;1;2;2;1;0;2;19;2;1;2;1;3;1;0;0;1;1;2;3;3;2;2;3
18981;20194;1;2;2;1;0;2;19;2;1;2;1;3;1;0;0;1;1;2;3;3;2;2;3
18982;20194;1;2;2;1;1;2;18;1;2;7;4;3;3;0;1;1;1;2;3;3;2;3;3
18983;20194;1;2;2;1;1;2;18;1;2;7;4;3;3;0;1;1;1;2;3;3;2;3;3
18984;20194;1;2;2;1;1;2;3;1;1;9;9;2;2;1;1;1;1;3;3;3;3;3;4
18985;20194;1;2;2;1;1;2;3;1;1;9;9;2;2;1;1;1;1;3;3;3;3;3;4
18986;20194;1;2;2;1;1;1;3;1;2;2;2;1;3;0;1;1;1;1;2;1;2;3;2
18987;20194;1;2;2;1;1;1;3;1;2;2;2;1;3;0;1;1;1;1;2;1;2;3;2
18988;20194;2;1;2;1;1;3;3;1;1;2;2;1;2;0;1;1;1;2;2;2;2;2;2
18989;20194;2;1;2;1;1;3;3;1;1;2;2;1;2;0;1;1;1;2;2;2;2;2;2
18990;20194;1;2;2;1;3;1;9;1;1;3;3;1;1;0;0;0;1;2;2;2;3;3;3
18991;20194;1;2;2;1;3;1;9;1;1;3;3;1;1;0;0;0;1;2;2;2;3;3;3
18992;20194;1;2;2;1;2;2;19;1;2;7;5;2;3;0;0;0;1;2;3;2;2;3;3
18993;20194;1;2;2;1;2;2;19;1;2;7;5;2;3;0;0;0;1;2;3;2;2;3;3
18994;20194;2;2;2;1;3;2;3;1;1;6;7;0;2;1;1;1;0;2;2;1;1;2;2
18995;20194;2;2;2;1;3;2;3;1;1;6;7;0;2;1;1;1;0;2;2;1;1;2;2
18996;20194;1;2;2;1;1;2;5;1;2;2;2;4;4;0;0;0;1;2;2;1;1;2;2
18997;20194;1;2;2;1;1;2;5;1;2;2;2;4;4;0;0;0;1;2;2;1;1;2;2
18998;20194;1;1;2;1;2;2;13;1;1;3;10;3;4;0;0;3;1;2;2;2;2;2;3
18999;20194;1;1;2;1;2;2;13;1;1;3;10;3;4;0;0;3;1;2;2;2;2;2;3
19000;20194;1;2;2;1;2;2;3;1;1;2;7;1;2;0;1;1;1;2;2;2;1;2;2
19001;20194;1;2;2;1;2;2;3;1;1;2;7;1;2;0;1;1;1;2;2;2;1;2;2
19002;20194;1;1;2;1;1;2;14;1;1;10;2;1;5;0;0;0;1;2;2;2;2;2;2
19003;20194;1;1;2;1;1;2;14;1;1;10;2;1;5;0;0;0;1;2;2;2;2;2;2
19004;20194;1;2;2;1;2;2;26;1;1;7;3;1;3;0;0;0;1;2;2;2;2;2;3
19005;20194;1;2;2;1;2;2;26;1;1;7;3;1;3;0;0;0;1;2;2;2;2;2;3
19006;20194;1;1;2;1;3;1;3;1;2;2;2;2;4;0;1;1;1;2;2;1;2;2;2
19007;20194;1;1;2;1;3;1;3;1;2;2;2;2;4;0;1;1;1;2;2;1;2;2;2
19008;20194;1;2;2;1;1;2;27;1;1;5;5;1;3;0;0;0;1;2;2;2;2;2;3
19009;20194;1;2;2;1;1;2;27;1;1;5;5;1;3;0;0;0;1;2;2;2;2;2;3
19010;20194;1;2;0;1;1;6;6;1;1;0;0;0;2;0;0;3;1;2;2;2;2;1;3
19011;20194;1;2;0;1;1;6;6;1;1;0;0;0;2;0;0;3;1;2;2;2;2;1;3
19012;20194;1;2;2;1;3;2;19;1;2;7;8;2;4;0;0;0;0;2;3;2;2;3;3
19013;20194;1;2;2;1;3;2;19;1;2;7;8;2;4;0;0;0;0;2;3;2;2;3;3
19014;20194;1;1;2;1;3;1;19;1;2;5;10;7;4;0;0;0;0;2;1;2;2;2;3
19015;20194;1;1;2;1;3;1;19;1;2;5;10;7;4;0;0;0;0;2;1;2;2;2;3
19016;20194;1;2;0;1;3;2;3;1;1;5;5;1;3;0;1;0;1;2;2;2;2;3;3
19017;20194;1;2;0;1;3;2;3;1;1;5;5;1;3;0;1;0;1;2;2;2;2;3;3
19018;20194;1;2;2;1;1;1;3;1;2;4;3;5;3;1;0;1;1;3;2;2;2;3;3
19019;20194;1;2;2;1;1;1;3;1;2;4;3;5;3;1;0;1;1;3;2;2;2;3;3
19020;20194;1;2;0;1;1;2;26;1;1;11;7;1;2;0;0;0;0;1;2;2;2;2;3
19021;20194;1;2;0;1;1;2;26;1;1;11;7;1;2;0;0;0;0;1;2;2;2;2;3
19022;20224;1;2;2;1;3;2;3;1;2;6;5;2;2;0;0;1;1;3;3;3;3;3;3
19023;20194;1;2;2;1;1;2;9;1;1;10;10;1;4;0;0;0;0;2;3;2;3;3;3
19024;20194;1;2;2;1;1;2;9;1;1;10;10;1;4;0;0;0;0;2;3;2;3;3;3
19025;20194;2;2;2;1;1;2;9;1;2;4;3;1;3;0;1;0;0;2;2;2;2;2;3
19026;20194;2;2;2;1;1;2;9;1;2;4;3;1;3;0;1;0;0;2;2;2;2;2;3
19027;20194;1;2;2;1;1;1;12;1;2;7;1;2;1;0;0;0;0;2;2;2;2;3;3
19028;20194;1;2;2;1;1;1;12;1;2;7;1;2;1;0;0;0;0;2;2;2;2;3;3
19029;20194;1;2;2;1;1;2;12;1;2;1;3;2;3;0;1;1;0;2;2;3;2;2;3
19030;20194;1;2;2;1;1;2;12;1;2;1;3;2;3;0;1;1;0;2;2;3;2;2;3
19031;20194;1;2;2;1;1;4;30;1;2;5;5;1;5;0;0;0;1;2;1;2;1;2;2
19032;20194;1;2;2;1;1;4;30;1;2;5;5;1;5;0;0;0;1;2;1;2;1;2;2
19033;20194;1;2;2;1;1;6;12;1;2;4;8;1;3;0;0;0;1;2;2;2;2;3;3
19034;20194;1;2;2;1;1;6;12;1;2;4;8;1;3;0;0;0;1;2;2;2;2;3;3
19035;20194;1;2;0;1;3;2;3;2;2;9;9;4;3;1;1;1;1;3;3;3;3;3;3
19036;20194;1;2;0;1;3;2;3;2;2;9;9;4;3;1;1;1;1;3;3;3;3;3;3
19037;20194;2;2;2;1;3;1;3;1;2;3;11;2;0;3;3;1;3;2;3;3;2;3;3
19038;20194;2;2;2;1;3;1;3;1;2;3;11;2;0;3;3;1;3;2;3;3;2;3;3
19039;20194;1;1;2;1;3;2;30;1;2;4;4;1;3;1;1;1;1;2;2;1;2;2;2
19040;20194;1;1;2;1;3;2;30;1;2;4;4;1;3;1;1;1;1;2;2;1;2;2;2
19041;20194;1;2;2;1;1;2;11;1;2;4;3;3;4;0;0;0;1;1;1;2;2;3;2
19042;20194;1;2;2;1;1;2;11;1;2;4;3;3;4;0;0;0;1;1;1;2;2;3;2
19043;20194;2;2;0;1;3;3;3;1;1;2;2;2;3;0;0;1;1;3;2;2;2;2;3
19044;20194;2;2;0;1;3;3;3;1;1;2;2;2;3;0;0;1;1;3;2;2;2;2;3
19045;20194;2;2;2;1;1;5;3;1;1;2;8;3;4;0;0;1;1;2;2;2;2;2;2
19046;20194;2;2;2;1;1;5;3;1;1;2;8;3;4;0;0;1;1;2;2;2;2;2;2
19047;20194;1;2;2;1;1;1;7;1;1;7;7;2;3;0;1;1;1;2;1;2;2;2;2
19048;20194;1;2;2;1;1;1;7;1;1;7;7;2;3;0;1;1;1;2;1;2;2;2;2
19049;20194;1;2;2;1;1;1;13;1;2;2;3;3;3;0;0;1;1;1;2;2;2;3;3
19050;20194;1;2;2;1;1;1;13;1;2;2;3;3;3;0;0;1;1;1;2;2;2;3;3
19051;20194;2;2;2;1;1;5;8;2;2;0;0;0;3;1;0;3;0;1;1;1;1;2;2
19052;20194;2;2;2;1;1;5;8;2;2;0;0;0;3;1;0;3;0;1;1;1;1;2;2
19053;20194;2;2;2;1;3;5;3;1;2;5;2;1;4;0;1;1;0;2;1;2;2;2;2
19054;20194;2;2;2;1;3;5;3;1;2;5;2;1;4;0;1;1;0;2;1;2;2;2;2
19055;20194;1;1;2;1;2;6;19;1;2;7;8;1;2;0;0;0;0;2;2;2;2;2;2
19056;20194;1;1;2;1;2;6;19;1;2;7;8;1;2;0;0;0;0;2;2;2;2;2;2
19057;20194;2;2;0;1;3;1;19;1;1;1;7;1;3;0;1;1;1;1;1;1;2;2;2
19058;20194;2;2;0;1;3;1;19;1;1;1;7;1;3;0;1;1;1;1;1;1;2;2;2
19059;20194;1;2;2;1;1;4;3;1;1;8;8;2;2;0;1;1;1;3;3;3;3;3;4
19060;20194;1;2;2;1;1;4;3;1;1;8;8;2;2;0;1;1;1;3;3;3;3;3;4
19061;20194;1;1;2;1;2;2;26;1;2;7;5;1;4;0;0;0;1;2;2;2;2;2;3
19062;20194;1;1;2;1;2;2;26;1;2;7;5;1;4;0;0;0;1;2;2;2;2;2;3
19063;20194;2;2;2;1;1;1;9;1;1;0;0;0;0;3;3;3;3;2;3;2;2;3;3
19064;20194;2;2;2;1;1;1;9;1;1;0;0;0;0;3;3;3;3;2;3;2;2;3;3
19065;20194;1;2;2;1;1;2;27;1;2;2;5;1;2;0;0;0;0;3;3;3;4;4;4
19066;20194;1;2;2;1;1;2;27;1;2;2;5;1;2;0;0;0;0;3;3;3;4;4;4
19067;20194;1;2;2;1;2;2;19;1;2;7;7;1;3;0;0;0;0;3;3;3;3;4;4
19068;20194;1;2;2;1;2;2;19;1;2;7;7;1;3;0;0;0;0;3;3;3;3;4;4
19069;20194;1;2;0;1;3;1;19;1;2;2;1;4;3;3;1;1;3;1;2;1;2;2;2
19070;20194;1;2;0;1;3;1;19;1;2;2;1;4;3;3;1;1;3;1;2;1;2;2;2
19071;20194;1;2;2;1;1;2;12;1;2;1;7;2;2;0;0;1;1;2;2;3;3;2;3
19072;20194;1;2;2;1;1;2;12;1;2;1;7;2;2;0;0;1;1;2;2;3;3;2;3
19073;20194;2;2;2;1;3;1;19;1;1;4;5;2;2;0;0;0;1;1;2;2;2;2;2
19074;20194;2;2;2;1;3;1;19;1;1;4;5;2;2;0;0;0;1;1;2;2;2;2;2
19075;20194;1;2;2;1;1;4;3;1;1;7;7;3;1;1;1;1;1;3;3;3;3;3;3
19076;20194;1;2;2;1;1;4;3;1;1;7;7;3;1;1;1;1;1;3;3;3;3;3;3
19077;20194;1;2;2;1;3;1;3;1;1;7;1;1;1;0;1;1;0;2;2;2;3;3;3
19078;20194;1;2;2;1;3;1;3;1;1;7;1;1;1;0;1;1;0;2;2;2;3;3;3
19079;20194;1;2;2;1;1;1;3;1;1;7;2;1;2;0;1;1;1;3;3;2;2;2;3
19080;20194;1;2;2;1;1;1;3;1;1;7;2;1;2;0;1;1;1;3;3;2;2;2;3
19081;20194;2;2;2;1;1;6;6;1;2;5;5;1;3;0;0;0;1;2;2;2;2;2;3
19082;20194;2;2;2;1;1;6;6;1;2;5;5;1;3;0;0;0;1;2;2;2;2;2;3
19083;20194;1;1;2;1;1;2;1;1;2;5;4;1;4;0;0;0;0;3;2;3;2;3;3
19084;20194;1;1;2;1;1;2;1;1;2;5;4;1;4;0;0;0;0;3;2;3;2;3;3
19085;20194;1;2;2;1;1;6;13;1;2;5;2;1;3;0;0;0;1;2;2;1;2;2;2
19086;20194;1;2;2;1;1;6;13;1;2;5;2;1;3;0;0;0;1;2;2;1;2;2;2
19087;20194;2;2;0;1;3;3;3;1;1;5;3;2;4;1;1;1;1;2;3;2;3;3;3
19088;20194;2;2;0;1;3;3;3;1;1;5;3;2;4;1;1;1;1;2;3;2;3;3;3
19089;20194;2;1;0;1;1;2;6;1;1;0;0;0;0;3;3;3;3;2;1;2;2;2;2
19090;20194;2;1;0;1;1;2;6;1;1;0;0;0;0;3;3;3;3;2;1;2;2;2;2
19091;20194;1;1;2;1;1;6;22;1;2;2;2;1;3;0;0;0;1;2;2;2;2;2;3
19092;20194;1;1;2;1;1;6;22;1;2;2;2;1;3;0;0;0;1;2;2;2;2;2;3
19093;20194;1;2;2;1;3;1;3;1;2;0;0;0;2;0;0;3;0;2;3;3;3;3;3
19094;20194;1;2;2;1;3;1;3;1;2;0;0;0;2;0;0;3;0;2;3;3;3;3;3
19095;20194;1;2;1;1;1;2;2;1;2;4;3;7;3;1;1;0;0;2;3;2;2;2;3
19096;20194;1;2;1;1;1;2;2;1;2;4;3;7;3;1;1;0;0;2;3;2;2;2;3
19097;20194;1;2;2;1;1;2;3;1;1;11;11;3;2;0;1;1;1;2;2;2;3;3;3
19098;20194;1;2;2;1;1;2;3;1;1;11;11;3;2;0;1;1;1;2;2;2;3;3;3
19099;20194;1;2;2;1;3;2;21;1;1;3;3;1;3;0;0;0;0;2;2;1;2;2;2
19100;20194;1;2;2;1;3;2;21;1;1;3;3;1;3;0;0;0;0;2;2;1;2;2;2
19101;20194;1;2;2;1;1;2;9;1;1;3;3;1;3;0;0;0;0;2;3;3;3;3;3
19102;20194;1;2;2;1;1;2;9;1;1;3;3;1;3;0;0;0;0;2;3;3;3;3;3
19103;20194;1;2;2;1;1;1;3;1;2;5;2;2;3;1;1;0;0;3;3;3;3;3;3
19104;20194;1;2;2;1;1;1;3;1;2;5;2;2;3;1;1;0;0;3;3;3;3;3;3
19105;20194;2;2;2;1;3;2;21;1;1;1;1;2;3;0;1;0;1;2;2;2;2;2;2
19106;20194;2;2;2;1;3;2;21;1;1;1;1;2;3;0;1;0;1;2;2;2;2;2;2
19107;20194;1;2;2;1;1;2;9;1;2;6;1;2;2;0;1;1;1;2;2;2;2;2;3
19108;20194;1;2;2;1;1;2;9;1;2;6;1;2;2;0;1;1;1;2;2;2;2;2;3
19109;20194;1;2;2;1;1;1;3;1;1;2;1;4;3;0;0;1;0;4;4;3;3;4;4
19110;20194;1;2;2;1;1;1;3;1;1;2;1;4;3;0;0;1;0;4;4;3;3;4;4
19111;20194;2;2;2;1;2;2;3;1;2;5;5;1;4;1;1;1;0;2;2;1;2;2;2
19112;20194;2;2;2;1;2;2;3;1;2;5;5;1;4;1;1;1;0;2;2;1;2;2;2
19113;20194;2;2;2;1;1;2;27;1;2;5;10;1;3;0;0;0;0;2;3;3;3;3;3
19114;20194;2;2;2;1;1;2;27;1;2;5;10;1;3;0;0;0;0;2;3;3;3;3;3
19115;20194;1;2;2;1;2;2;19;1;2;2;2;1;5;0;0;0;1;2;3;2;3;3;3
19116;20194;1;2;2;1;2;2;19;1;2;2;2;1;5;0;0;0;1;2;3;2;3;3;3
19117;20194;2;2;2;1;3;2;19;1;1;5;4;3;4;0;0;0;1;2;3;1;2;2;3
19118;20194;2;2;2;1;3;2;19;1;1;5;4;3;4;0;0;0;1;2;3;1;2;2;3
19119;20194;1;1;2;1;1;2;3;1;1;2;10;1;4;0;1;0;1;2;2;2;2;2;3
19120;20194;1;1;2;1;1;2;3;1;1;2;10;1;4;0;1;0;1;2;2;2;2;2;3
19121;20194;1;2;2;1;1;2;15;1;1;1;2;1;3;0;1;1;1;2;3;3;3;3;3
19122;20194;1;2;2;1;1;2;15;1;1;1;2;1;3;0;1;1;1;2;3;3;3;3;3
19123;20194;1;1;0;1;3;4;3;1;2;7;3;1;3;0;0;0;0;2;2;2;2;2;2
19124;20194;1;1;0;1;3;4;3;1;2;7;3;1;3;0;0;0;0;2;2;2;2;2;2
19125;20194;2;2;2;1;1;4;30;1;1;10;2;2;2;0;1;1;0;2;2;2;2;2;3
19126;20194;2;2;2;1;1;4;30;1;1;10;2;2;2;0;1;1;0;2;2;2;2;2;3
19127;20194;2;1;0;1;2;2;15;1;1;4;4;1;2;0;0;0;1;2;2;2;2;2;3
19128;20194;2;1;0;1;2;2;15;1;1;4;4;1;2;0;0;0;1;2;2;2;2;2;3
19129;20194;2;2;2;1;1;3;13;1;1;4;2;1;1;0;1;1;1;2;2;2;2;3;3
19130;20194;2;2;2;1;1;3;13;1;1;4;2;1;1;0;1;1;1;2;2;2;2;3;3
19131;20194;1;2;2;1;1;6;3;1;1;5;10;1;4;0;0;0;1;3;2;3;2;2;3
19132;20194;1;2;2;1;1;6;3;1;1;5;10;1;4;0;0;0;1;3;2;3;2;2;3
19133;20194;1;2;2;1;3;2;19;1;2;3;3;1;2;0;0;0;1;2;2;2;2;2;3
19134;20194;1;2;2;1;3;2;19;1;2;3;3;1;2;0;0;0;1;2;2;2;2;2;3
19135;20194;1;2;2;1;3;2;3;1;2;7;5;2;3;0;1;1;1;2;3;3;2;3;3
19136;20194;1;2;2;1;3;2;3;1;2;7;5;2;3;0;1;1;1;2;3;3;2;3;3
19137;20194;1;2;0;1;3;1;3;1;2;2;5;1;4;0;0;1;1;2;2;2;2;2;3
19138;20194;1;2;0;1;3;1;3;1;2;2;5;1;4;0;0;1;1;2;2;2;2;2;3
19139;20194;1;1;2;1;1;2;7;1;1;10;3;1;3;0;0;0;0;2;2;2;2;2;2
19140;20194;1;1;2;1;1;2;7;1;1;10;3;1;3;0;0;0;0;2;2;2;2;2;2
19141;20194;1;1;2;1;1;1;10;1;1;10;10;1;4;1;0;1;1;2;2;1;2;2;2
19142;20194;1;1;2;1;1;1;10;1;1;10;10;1;4;1;0;1;1;2;2;1;2;2;2
19143;20194;1;1;2;1;3;2;3;1;1;2;3;7;3;0;0;0;1;3;4;3;3;3;4
19144;20194;1;1;2;1;3;2;3;1;1;2;3;7;3;0;0;0;1;3;4;3;3;3;4
19145;20194;1;2;2;1;3;3;3;1;1;5;5;2;5;1;0;0;1;2;2;2;2;2;3
19146;20194;1;2;2;1;3;3;3;1;1;5;5;2;5;1;0;0;1;2;2;2;2;2;3
19147;20194;1;2;2;1;1;2;20;1;1;5;3;1;3;0;0;0;1;2;2;2;2;2;2
19148;20194;1;2;2;1;1;2;20;1;1;5;3;1;3;0;0;0;1;2;2;2;2;2;2
19149;20194;1;2;0;1;3;2;3;1;2;6;11;3;0;3;3;1;3;2;2;2;2;3;3
19150;20194;1;2;0;1;3;2;3;1;2;6;11;3;0;3;3;1;3;2;2;2;2;3;3
19151;20194;1;2;2;1;3;2;19;1;2;7;2;2;3;0;0;1;1;2;2;2;2;3;3
19152;20194;1;2;2;1;3;2;19;1;2;7;2;2;3;0;0;1;1;2;2;2;2;3;3
19153;20194;1;2;2;1;3;1;9;1;2;3;3;1;2;0;1;0;1;2;2;2;2;2;3
19154;20194;1;2;2;1;3;1;9;1;2;3;3;1;2;0;1;0;1;2;2;2;2;2;3
19155;20194;1;2;0;1;3;6;3;1;1;1;1;3;3;1;1;1;1;2;3;2;2;3;3
19156;20194;1;2;0;1;3;6;3;1;1;1;1;3;3;1;1;1;1;2;3;2;2;3;3
19157;20194;1;2;2;1;1;1;3;1;1;2;2;4;3;1;1;1;1;3;3;3;3;3;3
19158;20194;1;2;2;1;1;1;3;1;1;2;2;4;3;1;1;1;1;3;3;3;3;3;3
19159;20194;2;1;0;1;1;2;7;1;1;2;2;7;3;0;0;0;1;2;1;2;2;2;2
19160;20194;2;1;0;1;1;2;7;1;1;2;2;7;3;0;0;0;1;2;1;2;2;2;2
19161;20194;1;2;2;1;3;2;3;2;1;0;0;0;0;3;3;3;3;3;3;3;3;3;3
19162;20194;1;2;2;1;3;2;3;2;1;0;0;0;0;3;3;3;3;3;3;3;3;3;3
19163;20194;1;2;0;1;1;2;23;1;2;2;2;2;2;0;0;0;1;2;2;2;2;2;3
19164;20194;1;2;0;1;1;2;23;1;2;2;2;2;2;0;0;0;1;2;2;2;2;2;3
19165;20194;1;2;0;1;1;6;17;1;2;1;2;2;2;0;1;1;1;2;2;2;2;3;3
19166;20194;1;2;0;1;1;6;17;1;2;1;2;2;2;0;1;1;1;2;2;2;2;3;3
19167;20194;1;2;2;1;1;1;7;1;2;3;8;2;5;0;1;0;1;2;3;2;3;3;3
19168;20194;1;2;2;1;1;1;7;1;2;3;8;2;5;0;1;0;1;2;3;2;3;3;3
19169;20194;1;2;2;1;3;1;3;1;2;5;3;2;2;0;0;1;1;3;3;3;3;3;4
19170;20194;1;2;2;1;3;1;3;1;2;5;3;2;2;0;0;1;1;3;3;3;3;3;4
19171;20194;1;2;2;1;1;2;5;1;2;10;3;0;3;0;0;1;0;1;1;1;2;2;2
19172;20194;1;2;2;1;1;2;5;1;2;10;3;0;3;0;0;1;0;1;1;1;2;2;2
19173;20194;1;2;2;1;3;1;3;1;1;2;2;1;5;0;0;0;0;2;2;2;2;2;2
19174;20194;1;2;2;1;3;1;3;1;1;2;2;1;5;0;0;0;0;2;2;2;2;2;2
19175;20194;1;1;2;1;3;2;28;1;1;7;8;7;5;0;1;0;1;2;2;2;1;3;3
19176;20194;1;1;2;1;3;2;28;1;1;7;8;7;5;0;1;0;1;2;2;2;1;3;3
19177;20194;2;1;2;1;2;2;3;1;1;7;0;7;3;0;1;0;1;3;3;3;3;3;4
19178;20194;2;1;2;1;2;2;3;1;1;7;0;7;3;0;1;0;1;3;3;3;3;3;4
19179;20194;1;2;2;1;3;1;3;1;2;5;7;1;3;0;1;1;1;1;2;2;2;2;2
19180;20194;1;2;2;1;3;1;3;1;2;5;7;1;3;0;1;1;1;1;2;2;2;2;2
19181;20194;1;2;2;1;3;4;3;2;2;9;1;4;5;1;1;1;1;4;4;3;4;3;4
19182;20194;1;2;2;1;3;4;3;2;2;9;1;4;5;1;1;1;1;4;4;3;4;3;4
19183;20194;1;2;2;1;3;4;3;2;2;9;1;4;5;1;1;1;1;4;4;3;4;3;4
19184;20194;1;2;2;1;3;4;3;2;2;9;1;4;5;1;1;1;1;4;4;3;4;3;4
19185;20194;1;2;2;1;3;2;3;2;2;8;7;3;2;0;1;1;1;3;2;2;2;3;3
19186;20194;1;2;2;1;3;2;3;2;2;8;7;3;2;0;1;1;1;3;2;2;2;3;3
19187;20194;1;2;2;1;1;6;12;1;2;3;2;1;2;0;0;0;0;2;2;3;2;3;3
19188;20194;1;2;2;1;1;6;12;1;2;3;2;1;2;0;0;0;0;2;2;3;2;3;3
19189;20194;2;1;2;1;1;2;10;1;1;0;0;0;3;0;0;3;1;2;3;3;3;3;3
19190;20194;2;1;2;1;1;2;10;1;1;0;0;0;3;0;0;3;1;2;3;3;3;3;3
19191;20194;2;2;2;1;1;3;13;1;2;7;7;1;1;0;1;1;0;2;2;1;1;1;2
19192;20194;2;2;2;1;1;3;13;1;2;7;7;1;1;0;1;1;0;2;2;1;1;1;2
19193;20194;1;2;2;1;3;2;3;2;2;5;3;1;2;0;1;1;1;2;2;3;2;3;3
19194;20194;1;2;2;1;3;2;3;2;2;5;3;1;2;0;1;1;1;2;2;3;2;3;3
19195;20194;2;1;2;1;1;3;3;1;1;0;0;0;3;0;0;3;1;2;2;1;2;2;2
19196;20194;2;1;2;1;1;3;3;1;1;0;0;0;3;0;0;3;1;2;2;1;2;2;2
19197;20194;1;1;2;1;2;2;13;1;1;3;1;7;3;0;0;0;1;1;3;2;2;2;3
19198;20194;1;1;2;1;2;2;13;1;1;3;1;7;3;0;0;0;1;1;3;2;2;2;3
19199;20194;1;2;2;1;3;6;3;1;2;7;1;6;3;0;0;0;0;2;2;2;3;3;3
19200;20194;1;2;2;1;3;6;3;1;2;7;1;6;3;0;0;0;0;2;2;2;3;3;3
19201;20194;1;2;2;1;3;1;3;1;1;2;3;2;3;0;0;0;1;2;2;2;2;3;3
19202;20194;1;2;2;1;3;1;3;1;1;2;3;2;3;0;0;0;1;2;2;2;2;3;3
19203;20194;1;2;2;1;3;3;19;2;2;7;2;1;4;0;0;0;1;2;2;2;2;2;3
19204;20194;1;2;2;1;3;3;19;2;2;7;2;1;4;0;0;0;1;2;2;2;2;2;3
19205;20194;1;2;2;1;2;2;16;1;1;1;5;1;3;0;0;1;0;2;1;1;1;2;2
19206;20194;1;2;2;1;2;2;16;1;1;1;5;1;3;0;0;1;0;2;1;1;1;2;2
19207;20194;2;2;2;1;1;6;13;1;2;7;2;2;2;1;1;1;1;2;2;1;2;2;3
19208;20194;2;2;2;1;1;6;13;1;2;7;2;2;2;1;1;1;1;2;2;1;2;2;3
19209;20194;2;2;2;1;1;2;7;1;2;3;3;1;2;0;0;0;1;2;2;2;2;3;3
19210;20194;2;2;2;1;1;2;7;1;2;3;3;1;2;0;0;0;1;2;2;2;2;3;3
19211;20194;4;1;2;1;1;2;8;1;2;0;0;0;3;0;0;3;0;2;2;2;2;2;2
19212;20194;4;1;2;1;1;2;8;1;2;0;0;0;3;0;0;3;0;2;2;2;2;2;2
19213;20194;1;2;2;1;3;6;3;1;1;7;11;2;3;0;1;1;1;4;3;3;3;3;4
19214;20194;1;2;2;1;3;6;3;1;1;7;11;2;3;0;1;1;1;4;3;3;3;3;4
19215;20194;1;1;1;1;1;2;13;1;2;2;2;2;2;0;0;0;1;2;2;2;2;2;3
19216;20194;1;1;1;1;1;2;13;1;2;2;2;2;2;0;0;0;1;2;2;2;2;2;3
19217;20194;1;2;2;1;3;2;3;1;2;1;1;2;2;1;1;1;1;2;2;1;2;2;2
19218;20194;1;2;2;1;3;2;3;1;2;1;1;2;2;1;1;1;1;2;2;1;2;2;2
19219;20194;1;1;2;1;1;2;3;1;2;2;4;2;2;0;1;1;1;3;3;2;2;2;3
19220;20194;1;1;2;1;1;2;3;1;2;2;4;2;2;0;1;1;1;3;3;2;2;2;3
19221;20194;1;2;2;1;1;6;13;1;1;3;3;1;4;0;0;0;0;2;3;3;2;3;3
19222;20194;1;2;2;1;1;6;13;1;1;3;3;1;4;0;0;0;0;2;3;3;2;3;3
19223;20224;1;2;0;1;0;2;3;2;1;9;9;2;0;3;3;0;3;3;2;2;2;3;3
19224;20194;1;2;2;1;3;4;3;2;1;7;7;4;3;0;1;1;1;2;3;2;3;2;3
19225;20194;1;2;2;1;3;4;3;2;1;7;7;4;3;0;1;1;1;2;3;2;3;2;3
19226;20194;1;2;0;1;1;2;3;1;2;2;5;2;2;0;1;1;1;2;2;2;2;2;3
19227;20194;1;2;0;1;1;2;3;1;2;2;5;2;2;0;1;1;1;2;2;2;2;2;3
19228;20194;1;2;2;1;2;2;3;1;2;5;2;1;2;0;0;0;0;2;3;2;3;3;3
